customer_id,plan,region,acquisition_channel,tenure_risk,total_sessions,engagement_low,support_risk,score,risk_band
256,Premium,Central,Social Ads,False,40.0,False,False,0.0,Low
257,Standard,South,Organic,False,29.0,False,False,0.5,Low
258,Basic,South,Organic,False,,False,False,1.0,Low
259,Standard,East,Paid Search,False,18.0,True,False,1.5,Medium
260,Basic,Central,Social Ads,False,,False,False,1.0,Low
261,Premium,Central,Organic,False,,False,False,0.0,Low
262,Basic,Central,Organic,False,,False,False,1.0,Low
263,Premium,Central,Organic,False,,False,False,0.0,Low
264,Standard,Central,Organic,False,22.0,True,False,1.5,Medium
265,Basic,South,Organic,False,15.0,True,False,2.0,Medium
266,Premium,North,Organic,False,46.0,False,False,0.0,Low
267,Standard,North,Social Ads,False,,False,False,0.5,Low
268,Basic,East,Organic,False,,False,False,1.0,Low
269,Standard,South,Social Ads,False,,False,False,0.5,Low
270,Premium,Central,Social Ads,False,35.0,False,False,0.0,Low
271,Basic,North,Organic,False,11.0,True,True,3.0,High
272,Basic,West,Organic,False,,False,False,1.0,Low
273,Basic,West,Referral,False,,False,False,1.0,Low
274,Basic,West,Organic,False,,False,False,1.0,Low
275,Standard,Central,Organic,False,17.0,True,False,1.5,Medium
276,Standard,Central,Organic,False,,False,False,0.5,Low
277,Basic,East,Paid Search,False,,False,False,1.0,Low
278,Basic,East,Paid Search,False,,False,False,1.0,Low
279,Basic,East,Partnership,False,23.0,False,False,1.0,Low
280,Premium,West,Referral,False,,False,False,0.0,Low
281,Basic,Central,Organic,False,,False,False,1.0,Low
282,Premium,West,Organic,False,44.0,False,False,0.0,Low
283,Standard,East,Organic,False,27.0,False,True,1.5,Medium
284,Basic,Central,Organic,False,,False,False,1.0,Low
285,Premium,South,Organic,False,,False,False,0.0,Low
286,Standard,North,Organic,False,25.0,False,False,0.5,Low
287,Standard,North,Organic,False,,False,False,0.5,Low
288,Premium,East,Organic,False,40.0,False,False,0.0,Low
289,Basic,West,Organic,False,,False,False,1.0,Low
290,Basic,South,Partnership,False,,False,False,1.0,Low
291,Standard,Central,Paid Search,False,,False,False,0.5,Low
292,Basic,West,Partnership,False,,False,False,1.0,Low
293,Basic,East,Organic,False,,False,False,1.0,Low
294,Basic,West,Paid Search,False,,False,False,1.0,Low
295,Basic,East,Organic,False,,False,False,1.0,Low
296,Standard,North,Organic,False,,False,False,0.5,Low
297,Basic,North,Organic,False,,False,False,1.0,Low
298,Standard,West,Referral,False,,False,False,0.5,Low
299,Standard,South,Partnership,False,,False,False,0.5,Low
300,Basic,Central,Organic,False,,False,False,1.0,Low
301,Basic,East,Organic,False,,False,False,1.0,Low
302,Standard,Central,Organic,False,,False,False,0.5,Low
303,Basic,North,Organic,False,,False,False,1.0,Low
304,Standard,South,Organic,False,25.0,False,False,0.5,Low
305,Premium,South,Organic,False,,False,False,0.0,Low
306,Basic,Central,Paid Search,False,,False,False,1.0,Low
307,Standard,North,Organic,False,29.0,False,False,0.5,Low
308,Standard,Central,Organic,False,,False,False,0.5,Low
309,Basic,West,Organic,False,,False,False,1.0,Low
310,Premium,South,Organic,False,34.0,False,False,0.0,Low
311,Premium,South,Partnership,False,54.0,False,False,0.0,Low
312,Basic,West,Organic,False,,False,True,2.0,Medium
313,Standard,North,Referral,False,,False,False,0.5,Low
314,Premium,South,Referral,False,,False,False,0.0,Low
315,Premium,East,Partnership,False,37.0,False,False,0.0,Low
316,Standard,East,Social Ads,False,,False,False,0.5,Low
317,Standard,North,Social Ads,False,26.0,False,False,0.5,Low
318,Basic,West,Referral,False,,False,False,1.0,Low
319,Premium,Central,Organic,False,,False,False,0.0,Low
320,Basic,North,Paid Search,False,17.0,False,False,1.0,Low
321,Standard,Central,Partnership,False,32.0,False,False,0.5,Low
322,Basic,North,Social Ads,False,,False,False,1.0,Low
323,Basic,East,Partnership,False,,False,True,2.0,Medium
324,Basic,West,Social Ads,False,,False,False,1.0,Low
325,Premium,East,Referral,False,,False,False,0.0,Low
326,Basic,West,Social Ads,False,,False,False,1.0,Low
327,Standard,Central,Social Ads,False,28.0,False,False,0.5,Low
328,Basic,North,Paid Search,False,13.0,True,False,2.0,Medium
329,Basic,South,Referral,False,,False,False,1.0,Low
330,Basic,South,Social Ads,False,,False,False,1.0,Low
331,Standard,West,Referral,False,31.0,False,False,0.5,Low
332,Basic,West,Social Ads,False,,False,False,1.0,Low
333,Basic,East,Organic,False,,False,False,1.0,Low
334,Basic,South,Organic,False,,False,False,1.0,Low
335,Basic,East,Referral,False,,False,False,1.0,Low
336,Premium,Central,Paid Search,False,,False,False,0.0,Low
337,Premium,South,Organic,False,,False,False,0.0,Low
338,Basic,Central,Organic,False,,False,False,1.0,Low
339,Standard,North,Social Ads,False,26.0,False,True,1.5,Medium
340,Premium,East,Referral,False,43.0,False,False,0.0,Low
341,Basic,West,Social Ads,False,,False,False,1.0,Low
342,Premium,South,Social Ads,False,,False,False,0.0,Low
343,Premium,East,Organic,False,39.0,False,False,0.0,Low
344,Basic,West,Organic,False,,False,False,1.0,Low
345,Basic,North,Organic,False,,False,False,1.0,Low
346,Premium,South,Referral,False,,False,False,0.0,Low
347,Standard,Central,Organic,False,,False,False,0.5,Low
348,Basic,North,Social Ads,False,27.0,False,False,1.0,Low
349,Basic,West,Paid Search,False,,False,False,1.0,Low
350,Basic,South,Paid Search,False,20.0,False,False,1.0,Low
351,Standard,South,Referral,False,,False,False,0.5,Low
352,Standard,North,Organic,False,32.0,False,False,0.5,Low
353,Premium,South,Social Ads,False,,False,False,0.0,Low
354,Basic,West,Organic,False,23.0,False,False,1.0,Low
355,Standard,North,Organic,False,,False,False,0.5,Low
356,Standard,Central,Organic,False,,False,False,0.5,Low
357,Basic,North,Organic,False,19.0,False,False,1.0,Low
358,Basic,North,Social Ads,False,15.0,True,False,2.0,Medium
359,Premium,Central,Paid Search,False,,False,False,0.0,Low
360,Premium,West,Organic,False,32.0,True,False,1.0,Low
361,Standard,East,Organic,False,,False,False,0.5,Low
362,Standard,East,Paid Search,False,,False,False,0.5,Low
363,Basic,Central,Social Ads,False,13.0,True,False,2.0,Medium
364,Standard,West,Organic,False,27.0,False,False,0.5,Low
365,Standard,South,Paid Search,False,,False,False,0.5,Low
366,Standard,Central,Social Ads,False,,False,True,1.5,Medium
367,Premium,East,Paid Search,False,31.0,True,False,1.0,Low
368,Standard,West,Organic,False,28.0,False,True,1.5,Medium
369,Basic,North,Paid Search,False,,False,False,1.0,Low
370,Standard,West,Paid Search,False,,False,False,0.5,Low
371,Basic,West,Social Ads,False,,False,False,1.0,Low
372,Basic,East,Paid Search,False,,False,False,1.0,Low
373,Basic,East,Partnership,False,,False,False,1.0,Low
374,Basic,South,Organic,False,,False,False,1.0,Low
375,Standard,South,Partnership,False,25.0,False,False,0.5,Low
376,Standard,Central,Paid Search,False,,False,False,0.5,Low
377,Standard,North,Social Ads,False,28.0,False,False,0.5,Low
378,Standard,South,Organic,False,27.0,False,False,0.5,Low
379,Basic,East,Organic,False,,False,False,1.0,Low
380,Premium,West,Social Ads,False,,False,False,0.0,Low
381,Basic,Central,Social Ads,False,,False,False,1.0,Low
382,Basic,South,Organic,False,11.0,True,False,2.0,Medium
383,Standard,West,Paid Search,False,,False,False,0.5,Low
384,Basic,West,Organic,False,16.0,False,False,1.0,Low
385,Basic,South,Partnership,False,,False,False,1.0,Low
386,Standard,North,Referral,False,,False,False,0.5,Low
387,Standard,North,Organic,False,,False,False,0.5,Low
388,Basic,Central,Referral,False,18.0,False,False,1.0,Low
389,Premium,North,Referral,False,32.0,True,False,1.0,Low
390,Standard,Central,Organic,False,,False,False,0.5,Low
391,Premium,East,Social Ads,False,45.0,False,False,0.0,Low
392,Basic,South,Organic,False,10.0,True,False,2.0,Medium
393,Standard,West,Social Ads,False,,False,False,0.5,Low
394,Premium,Central,Organic,False,47.0,False,False,0.0,Low
395,Standard,North,Organic,False,,False,False,0.5,Low
396,Standard,Central,Organic,False,23.0,True,False,1.5,Medium
397,Basic,Central,Organic,False,9.0,True,False,2.0,Medium
398,Basic,North,Referral,False,,False,False,1.0,Low
399,Standard,North,Organic,False,31.0,False,False,0.5,Low
400,Basic,South,Organic,False,,False,False,1.0,Low
401,Premium,West,Referral,False,,False,False,0.0,Low
402,Basic,South,Paid Search,False,,False,False,1.0,Low
403,Premium,South,Paid Search,False,38.0,False,True,1.0,Low
404,Premium,North,Partnership,False,,False,False,0.0,Low
405,Basic,North,Referral,False,19.0,False,False,1.0,Low
406,Basic,West,Organic,False,,False,False,1.0,Low
407,Premium,Central,Paid Search,False,35.0,False,False,0.0,Low
408,Premium,South,Partnership,False,,False,False,0.0,Low
409,Basic,West,Organic,False,22.0,False,False,1.0,Low
410,Basic,South,Organic,False,,False,False,1.0,Low
411,Standard,Central,Organic,False,,False,False,0.5,Low
412,Standard,South,Organic,False,31.0,False,False,0.5,Low
413,Basic,East,Social Ads,False,27.0,False,False,1.0,Low
414,Standard,West,Social Ads,False,,False,False,0.5,Low
415,Basic,North,Partnership,False,,False,False,1.0,Low
416,Basic,South,Social Ads,False,,False,False,1.0,Low
417,Basic,West,Organic,False,,False,False,1.0,Low
418,Basic,West,Organic,False,,False,False,1.0,Low
419,Basic,South,Partnership,False,19.0,False,False,1.0,Low
420,Standard,North,Organic,False,,False,False,0.5,Low
421,Basic,North,Organic,False,21.0,False,False,1.0,Low
422,Basic,South,Referral,False,,False,False,1.0,Low
423,Basic,West,Paid Search,False,10.0,True,False,2.0,Medium
424,Premium,North,Organic,False,,False,False,0.0,Low
425,Basic,South,Referral,False,,False,False,1.0,Low
426,Basic,South,Partnership,False,,False,False,1.0,Low
427,Standard,South,Organic,False,41.0,False,False,0.5,Low
428,Premium,West,Referral,False,,False,False,0.0,Low
429,Basic,North,Organic,False,17.0,False,False,1.0,Low
430,Standard,West,Paid Search,False,29.0,False,False,0.5,Low
431,Standard,East,Referral,False,,False,False,0.5,Low
432,Standard,North,Partnership,False,,False,False,0.5,Low
433,Basic,West,Organic,False,19.0,False,False,1.0,Low
434,Standard,North,Organic,False,,False,False,0.5,Low
435,Basic,East,Organic,False,17.0,False,True,2.0,Medium
436,Standard,Central,Paid Search,False,,False,False,0.5,Low
437,Standard,South,Organic,False,34.0,False,False,0.5,Low
438,Basic,West,Organic,False,19.0,False,False,1.0,Low
439,Premium,East,Organic,False,,False,False,0.0,Low
440,Basic,East,Organic,False,17.0,False,False,1.0,Low
441,Premium,North,Organic,False,,False,False,0.0,Low
442,Standard,North,Referral,False,,False,False,0.5,Low
443,Basic,South,Organic,False,,False,False,1.0,Low
444,Basic,North,Organic,False,23.0,False,True,2.0,Medium
445,Premium,West,Referral,False,42.0,False,False,0.0,Low
446,Basic,West,Social Ads,False,,False,False,1.0,Low
447,Basic,West,Organic,False,,False,False,1.0,Low
448,Basic,Central,Organic,False,13.0,True,False,2.0,Medium
449,Standard,West,Social Ads,False,27.0,False,False,0.5,Low
450,Standard,North,Organic,False,,False,False,0.5,Low
451,Basic,North,Social Ads,False,,False,False,1.0,Low
452,Basic,West,Organic,False,,False,False,1.0,Low
453,Basic,East,Organic,False,,False,False,1.0,Low
454,Basic,East,Paid Search,False,,False,False,1.0,Low
455,Basic,East,Social Ads,False,,False,False,1.0,Low
456,Standard,South,Referral,False,,False,False,0.5,Low
457,Basic,Central,Organic,False,,False,False,1.0,Low
458,Basic,West,Paid Search,False,24.0,False,False,1.0,Low
459,Basic,South,Organic,False,28.0,False,False,1.0,Low
460,Premium,East,Paid Search,False,,False,False,0.0,Low
461,Premium,West,Referral,False,,False,False,0.0,Low
462,Premium,South,Organic,False,39.0,False,False,0.0,Low
463,Basic,North,Referral,False,,False,False,1.0,Low
464,Basic,East,Social Ads,False,,False,False,1.0,Low
465,Basic,South,Referral,False,,False,False,1.0,Low
466,Basic,North,Social Ads,False,17.0,False,False,1.0,Low
467,Standard,East,Organic,False,,False,False,0.5,Low
468,Standard,Central,Organic,False,,False,False,0.5,Low
469,Premium,East,Organic,False,36.0,False,False,0.0,Low
470,Premium,Central,Organic,False,,False,False,0.0,Low
471,Basic,Central,Paid Search,False,18.0,False,True,2.0,Medium
472,Standard,Central,Paid Search,False,,False,False,0.5,Low
473,Basic,West,Partnership,False,21.0,False,False,1.0,Low
474,Basic,West,Organic,False,,False,False,1.0,Low
475,Standard,Central,Social Ads,False,,False,False,0.5,Low
476,Basic,North,Referral,False,,False,False,1.0,Low
477,Basic,Central,Referral,False,,False,False,1.0,Low
478,Basic,South,Organic,False,,False,False,1.0,Low
479,Standard,Central,Paid Search,False,,False,False,0.5,Low
480,Standard,West,Organic,False,,False,False,0.5,Low
481,Basic,West,Organic,False,,False,False,1.0,Low
482,Premium,South,Organic,False,49.0,False,True,1.0,Low
483,Basic,South,Social Ads,False,,False,False,1.0,Low
484,Basic,East,Paid Search,False,,False,False,1.0,Low
485,Standard,North,Paid Search,False,32.0,False,False,0.5,Low
486,Standard,North,Partnership,False,,False,False,0.5,Low
487,Premium,North,Organic,False,44.0,False,False,0.0,Low
488,Basic,West,Paid Search,False,,False,False,1.0,Low
489,Standard,North,Social Ads,False,,False,False,0.5,Low
490,Standard,East,Organic,False,29.0,False,False,0.5,Low
491,Premium,East,Paid Search,False,28.0,True,False,1.0,Low
492,Basic,North,Organic,False,13.0,True,False,2.0,Medium
